Date,PM10_weighted_value(ug m-3)
2018-10-17,23.0
2018-10-18,34.0
2018-10-19,41.0
2018-10-20,43.0
2018-10-21,22.0
2018-10-22,25.0
2018-10-23,27.0
2018-10-24,29.0
2018-10-25,25.0
2018-10-26,48.0
2018-10-27,12.0
2018-10-28,12.0
2018-10-29,24.0
2018-10-30,59.0
2018-10-31,46.0
2018-11-01,58.0
2018-11-02,98.0
2018-11-03,64.0
2018-11-04,39.0
2018-11-05,79.0
2018-11-06,68.0
2018-11-07,48.0
2018-11-08,73.0
2018-11-09,55.0
2018-11-10,51.0
2018-11-11,48.0
2018-11-12,38.0
2018-11-13,38.0
2018-11-14,56.0
2018-11-15,84.0
2018-11-16,42.0
2018-11-17,36.0
2018-11-18,27.0
2018-11-19,21.0
2018-11-20,18.0
2018-11-21,55.0
2018-11-22,117.0
2018-11-23,81.0
2018-11-24,42.0
2018-11-25,27.0
2018-11-26,34.0
2018-11-27,50.0
2018-11-28,52.0
2018-11-29,43.0
2018-11-30,43.0
2018-12-01,21.0
2018-12-02,10.0
2018-12-03,24.0
2018-12-04,56.0
2018-12-05,19.0
2018-12-06,21.0
2018-12-07,15.0
2018-12-08,18.0
2018-12-09,14.0
2018-12-10,39.0
2018-12-11,94.0
2018-12-12,55.0
2018-12-13,40.0
2018-12-14,95.0
2018-12-15,32.0
2018-12-16,38.0
2018-12-17,66.0
2018-12-18,51.0
2018-12-19,51.0
2018-12-20,61.0
2018-12-21,57.0
2018-12-22,54.0
2018-12-23,24.0
2018-12-24,31.0
2018-12-25,23.0
2018-12-26,32.0
2018-12-27,73.0
2018-12-28,66.0
2018-12-29,47.0
2018-12-30,37.0
2018-12-31,35.0
2019-01-01,24.0
2019-01-02,21.0
2019-01-03,25.0
2019-01-04,53.0
2019-01-05,44.0
2019-01-06,44.0
2019-01-07,58.0
2019-01-08,50.0
2019-01-09,28.0
2019-01-10,78.0
2019-01-11,56.0
2019-01-12,52.0
2019-01-13,36.0
2019-01-14,70.0
2019-01-15,68.0
2019-01-16,40.6
2019-01-17,47.0
2019-01-18,99.0
2019-01-19,43.0
2019-01-20,42.0
2019-01-21,92.0
2019-01-22,50.0
2019-01-23,24.0
2019-01-24,77.0
2019-01-25,58.0
2019-01-26,46.0
2019-01-27,31.0
2019-01-28,73.0
2019-01-29,89.0
2019-01-30,66.0
2019-01-31,42.0
2019-02-01,17.0
2019-02-02,25.0
2019-02-03,54.0
2019-02-04,52.0
2019-02-05,50.0
2019-02-06,60.0
2019-02-07,68.0
2019-02-08,45.0
2019-02-09,52.0
2019-02-10,34.0
2019-02-11,59.0
2019-02-12,77.0
2019-02-13,69.0
2019-02-14,97.0
2019-02-15,89.0
2019-02-16,51.0
2019-02-17,45.0
2019-02-18,30.0
2019-02-19,37.0
2019-02-20,82.0
2019-02-21,94.0
2019-02-22,72.0
2019-02-23,61.0
2019-02-24,56.0
2019-02-25,82.0
2019-02-26,95.0
2019-02-27,92.0
2019-02-28,41.0
2019-03-01,54.0
2019-03-02,29.0
2019-03-03,13.0
2019-03-04,22.0
2019-03-05,44.0
2019-03-06,26.0
2019-03-07,27.0
2019-03-08,28.0
2019-03-09,28.0
2019-03-10,20.0
2019-03-11,43.0
2019-03-12,38.0
2019-03-13,66.0
2019-03-14,49.0
2019-03-15,49.0
2019-03-16,42.0
2019-03-17,43.0
2019-03-18,70.0
2019-03-19,70.0
2019-03-20,54.0
2019-03-21,49.0
2019-03-22,49.0
2019-03-23,34.0
2019-03-24,33.0
2019-03-25,31.0
2019-03-26,48.0
2019-03-27,38.0
2019-03-28,57.0
2019-03-29,66.0
2019-03-30,67.0
2019-03-31,38.0
2019-04-01,40.0
2019-04-02,48.0
2019-04-03,56.0
2019-04-04,49.0
2019-04-05,36.0
2019-04-06,26.0
2019-04-07,52.0
2019-04-08,66.0
2019-04-09,48.0
2019-04-10,38.0
2019-04-11,48.0
2019-04-12,42.0
2019-04-13,37.0
2019-04-14,29.0
2019-04-15,59.0
2019-04-16,93.0
2019-04-17,75.0
2019-04-18,69.0
2019-04-19,48.0
2019-04-20,42.0
2019-04-21,46.0
2019-04-22,65.0
2019-04-23,58.0
2019-04-24,54.0
2019-04-25,41.0
2019-04-26,45.0
2019-04-27,45.0
2019-04-28,18.0
2019-04-29,35.0
2019-04-30,48.0
2019-05-01,46.0
2019-05-02,30.0
2019-05-03,48.0
2019-05-04,23.0
2019-05-05,24.0
2019-05-06,25.0
2019-05-07,42.0
2019-05-08,30.0
2019-05-09,29.0
2019-05-10,47.0
2019-05-11,25.0
2019-05-12,24.0
2019-05-13,27.0
2019-05-14,28.0
2019-05-15,39.0
2019-05-16,34.0
2019-05-17,31.0
2019-05-18,38.0
2019-05-19,30.0
2019-05-20,28.0
2019-05-21,31.0
2019-05-22,51.0
2019-05-23,53.0
2019-05-24,45.0
2019-05-25,32.0
2019-05-26,27.0
2019-05-27,40.0
2019-05-28,29.0
2019-05-29,49.0
2019-05-30,36.0
2019-05-31,23.0
2019-06-01,19.0
2019-06-02,27.0
2019-06-03,29.0
2019-06-04,30.0
2019-06-05,27.0
2019-06-06,31.0
2019-06-07,25.0
2019-06-08,19.0
2019-06-09,17.0
2019-06-10,13.0
2019-06-11,19.0
2019-06-12,21.0
2019-06-13,22.0
2019-06-14,30.0
2019-06-15,24.0
2019-06-16,15.0
2019-06-17,40.0
2019-06-18,26.0
2019-06-19,32.0
2019-06-20,22.0
2019-06-21,25.0
2019-06-22,23.0
2019-06-23,34.0
2019-06-24,43.0
2019-06-25,27.0
2019-06-26,24.0
2019-06-27,29.0
2019-06-28,38.0
2019-06-29,35.0
2019-06-30,17.0
2019-07-01,18.0
2019-07-02,20.0
2019-07-03,28.0
2019-07-04,26.0
2019-07-05,27.0
2019-07-06,13.0
2019-07-07,19.0
2019-07-08,32.0
2019-07-09,48.0
2019-07-10,39.0
2019-07-11,25.0
2019-07-12,30.0
2019-07-13,16.0
2019-07-14,15.0
2019-07-15,27.0
2019-07-16,31.0
2019-07-17,34.0
2019-07-18,24.0
2019-07-19,23.0
2019-07-20,14.0
2019-07-21,14.0
2019-07-22,26.0
2019-07-23,38.0
2019-07-24,43.0
2019-07-25,64.0
2019-07-26,64.0
2019-07-27,30.0
2019-07-28,38.0
2019-07-29,44.0
2019-07-30,36.0
2019-07-31,51.0
2019-08-01,42.0
2019-08-02,31.0
2019-08-03,27.0
2019-08-04,28.0
2019-08-05,51.0
2019-08-06,54.0
2019-08-07,39.0
2019-08-08,23.0
2019-08-09,28.0
2019-08-10,29.0
2019-08-11,19.0
2019-08-12,23.0
2019-08-13,19.0
2019-08-14,13.0
2019-08-15,18.0
2019-08-16,20.0
2019-08-17,15.0
2019-08-18,14.0
2019-08-19,21.0
2019-08-20,23.0
2019-08-21,29.0
2019-08-22,27.0
2019-08-23,28.0
2019-08-24,44.0
2019-08-25,46.0
2019-08-26,32.0
2019-08-27,40.0
2019-08-28,20.0
2019-08-29,23.0
2019-08-30,31.0
2019-08-31,22.0
2019-09-01,13.0
2019-09-02,24.0
2019-09-03,24.0
2019-09-04,20.0
2019-09-05,35.0
2019-09-06,35.0
2019-09-07,17.0
2019-09-08,16.0
2019-09-09,32.0
2019-09-10,27.0
2019-09-11,29.0
2019-09-12,28.0
2019-09-13,26.0
2019-09-14,31.0
2019-09-15,19.0
2019-09-16,24.0
2019-09-17,23.0
2019-09-18,38.0
2019-09-19,41.0
2019-09-20,48.0
2019-09-21,39.0
2019-09-22,27.0
2019-09-23,23.0
2019-09-24,13.0
2019-09-25,19.0
2019-09-26,28.0
2019-09-27,43.0
2019-09-28,26.0
2019-09-29,9.0
2019-09-30,47.0
2019-10-01,20.0
2019-10-02,28.0
2019-10-03,49.0
2019-10-04,36.0
2019-10-05,24.0
2019-10-06,15.0
2019-10-07,31.0
2019-10-08,62.0
2019-10-09,60.0
2019-10-10,50.0
2019-10-11,17.0
2019-10-12,12.0
2019-10-13,13.0
2019-10-14,20.0
2019-10-15,26.0
2019-10-16,26.0
2019-10-17,34.0
2019-10-18,23.0
2019-10-19,20.0
2019-10-20,16.0
2019-10-21,15.0
2019-10-22,41.0
2019-10-23,57.0
2019-10-24,33.0
2019-10-25,21.0
2019-10-26,15.0
2019-10-27,18.0
2019-10-28,42.0
2019-10-29,21.0
2019-10-30,32.0
2019-10-31,47.0
2019-11-01,30.0
2019-11-02,41.0
2019-11-03,44.0
2019-11-04,37.0
2019-11-05,26.0
2019-11-06,58.0
2019-11-07,30.0
2019-11-08,49.0
2019-11-09,24.0
2019-11-10,23.0
2019-11-11,27.0
2019-11-12,26.0
2019-11-13,38.0
2019-11-14,30.0
2019-11-15,23.0
2019-11-16,28.0
2019-11-17,38.0
2019-11-18,39.0
2019-11-19,92.0
2019-11-20,65.0
2019-11-21,51.0
2019-11-22,24.0
2019-11-23,25.0
2019-11-24,43.0
2019-11-25,41.0
2019-11-26,50.0
2019-11-27,45.0
2019-11-28,46.0
2019-11-29,45.0
2019-11-30,48.0
2019-12-01,16.0
2019-12-02,66.0
2019-12-03,47.0
2019-12-04,64.0
2019-12-05,47.0
2019-12-06,15.0
2019-12-07,24.0
2019-12-08,18.0
2019-12-09,34.0
2019-12-10,25.0
2019-12-11,24.0
2019-12-12,15.0
2019-12-13,24.0
2019-12-14,26.0
2019-12-15,19.0
2019-12-16,25.0
2019-12-17,18.0
2019-12-18,20.0
2019-12-19,48.0
2019-12-20,54.0
2019-12-21,40.0
2019-12-22,56.0
2019-12-23,67.0
2019-12-24,53.0
2019-12-25,18.0
2019-12-26,37.0
2019-12-27,42.0
2019-12-28,52.0
2019-12-29,52.0
2019-12-30,65.0
2019-12-31,34.0
2020-01-01,50.0
2020-01-02,46.0
2020-01-03,46.0
2020-01-04,63.0
2020-01-05,49.0
2020-01-06,60.0
2020-01-07,61.0
2020-01-08,84.0
2020-01-09,58.0
2020-01-10,67.0
2020-01-11,59.0
2020-01-12,46.0
2020-01-13,61.0
2020-01-14,53.0
2020-01-15,72.0
2020-01-16,63.0
2020-01-17,69.0
2020-01-18,55.0
2020-01-19,45.0
2020-01-20,113.0
2020-01-21,106.0
2020-01-22,66.0
2020-01-23,64.0
2020-01-24,69.0
2020-01-25,56.0
2020-01-26,53.0
2020-01-27,62.0
2020-01-28,72.0
2020-01-29,84.0
2020-01-30,32.0
2020-01-31,26.0
2020-02-01,29.0
2020-02-02,24.0
2020-02-03,37.0
2020-02-04,44.0
2020-02-05,109.0
2020-02-06,108.0
2020-02-07,104.0
2020-02-08,77.0
2020-02-09,48.0
2020-02-10,74.0
2020-02-11,101.0
2020-02-12,83.0
2020-02-13,74.0
2020-02-14,95.0
2020-02-15,47.0
2020-02-16,42.0
2020-02-17,89.0
2020-02-18,87.0
2020-02-19,69.0
2020-02-20,64.0
2020-02-21,76.0
2020-02-22,72.0
2020-02-23,37.0
2020-02-24,49.0
2020-02-25,65.0
2020-02-26,85.0
2020-02-27,22.0
2020-02-28,23.0
2020-02-29,24.0
2020-03-01,16.0
2020-03-02,25.0
2020-03-03,45.0
2020-03-04,24.8
2020-03-05,32.0
2020-03-06,39.0
2020-03-07,54.0
2020-03-08,45.0
2020-03-09,72.0
2020-03-10,58.0
2020-03-11,63.0
2020-03-12,76.0
2020-03-13,69.0
2020-03-14,48.0
2020-03-15,35.0
2020-03-16,79.0
2020-03-17,62.0
2020-03-18,47.0
2020-03-19,27.0
2020-03-20,23.0
2020-03-21,22.0
2020-03-22,21.0
2020-03-23,30.0
2020-03-24,35.0
2020-03-25,42.0
2020-03-26,42.0
2020-03-27,42.0
2020-03-28,26.0
2020-03-29,18.0
2020-03-30,14.0
2020-03-31,20.0
2020-04-01,25.0
2020-04-02,28.0
2020-04-03,33.0
2020-04-04,23.0
2020-04-05,20.0
2020-04-06,31.0
2020-04-07,32.0
2020-04-08,56.0
2020-04-09,63.0
2020-04-10,48.0
2020-04-11,37.0
2020-04-12,28.0
2020-04-13,21.0
2020-04-14,21.0
2020-04-15,35.0
2020-04-16,61.0
2020-04-17,28.0
2020-04-18,29.0
2020-04-19,26.0
2020-04-20,38.0
2020-04-21,42.0
2020-04-22,38.0
2020-04-23,48.0
2020-04-24,41.0
2020-04-25,22.0
2020-04-26,22.0
2020-04-27,37.0
2020-04-28,9.0
2020-04-29,27.0
2020-04-30,27.0
2020-05-01,28.0
2020-05-02,22.0
2020-05-03,19.0
2020-05-04,26.0
2020-05-05,25.0
2020-05-06,33.0
2020-05-07,46.0
2020-05-08,30.0
2020-05-09,37.0
2020-05-10,28.0
2020-05-11,22.0
2020-05-12,22.0
2020-05-13,19.0
2020-05-14,16.0
2020-05-15,27.0
2020-05-16,24.0
2020-05-17,22.0
2020-05-18,41.0
2020-05-19,40.0
2020-05-20,47.0
2020-05-21,50.0
2020-05-22,77.0
2020-05-23,36.0
2020-05-24,20.0
2020-05-25,20.0
2020-05-26,27.0
2020-05-27,33.0
2020-05-28,28.0
2020-05-29,31.0
2020-05-30,27.0
2020-05-31,22.0
2020-06-01,29.0
2020-06-02,32.0
2020-06-03,37.0
2020-06-04,42.0
2020-06-05,55.0
2020-06-06,28.0
2020-06-07,15.0
2020-06-08,23.0
2020-06-09,38.0
2020-06-10,37.0
2020-06-11,27.0
2020-06-12,33.0
2020-06-13,21.0
2020-06-14,23.0
2020-06-15,53.0
2020-06-16,48.0
2020-06-17,38.0
2020-06-18,47.0
2020-06-19,52.0
2020-06-20,27.0
2020-06-21,24.0
2020-06-22,62.0
2020-06-23,56.0
2020-06-24,46.0
2020-06-25,45.0
2020-06-26,59.0
2020-06-27,32.0
2020-06-28,25.0
2020-06-29,64.0
2020-06-30,57.0
2020-07-01,45.0
2020-07-02,49.0
2020-07-03,57.0
2020-07-04,29.0
2020-07-05,31.0
2020-07-06,40.0
2020-07-07,53.0
2020-07-08,44.0
2020-07-09,40.0
2020-07-10,37.0
2020-07-11,23.0
2020-07-12,39.0
2020-07-13,57.0
2020-07-14,24.0
2020-07-15,46.0
2020-07-16,34.0
2020-07-17,56.0
2020-07-18,30.0
2020-07-19,11.0
2020-07-20,20.0
2020-07-21,26.0
2020-07-22,56.0
2020-07-23,55.0
2020-07-24,55.0
2020-07-25,41.0
2020-07-26,41.0
2020-07-27,51.0
2020-07-28,55.0
2020-07-29,54.0
2020-07-30,51.0
2020-07-31,70.0
2020-08-01,47.0
2020-08-02,37.0
2020-08-03,25.0
2020-08-04,52.0
2020-08-05,59.0
2020-08-06,57.0
2020-08-07,82.0
2020-08-08,42.0
2020-08-09,32.0
2020-08-10,43.0
2020-08-11,57.0
2020-08-12,58.0
2020-08-13,37.0
2020-08-14,21.0
2020-08-15,30.0
2020-08-16,38.0
2020-08-17,48.0
2020-08-18,55.0
2020-08-19,30.0
2020-08-20,60.0
2020-08-21,70.0
2020-08-22,52.0
2020-08-23,38.0
2020-08-24,54.0
2020-08-25,46.0
2020-08-26,60.0
2020-08-27,43.0
2020-08-28,31.0
2020-08-29,20.0
2020-08-30,23.75
2020-08-31,24.25
2020-09-01,24.0
2020-09-02,29.75
2020-09-03,33.0
2020-09-04,69.0
2020-09-05,47.0
2020-09-06,37.0
2020-09-07,66.0
2020-09-08,66.0
2020-09-09,48.0
2020-09-10,39.0
2020-09-11,75.0
2020-09-12,57.0
2020-09-13,44.0
2020-09-14,45.0
2020-09-15,86.0
2020-09-16,38.0
2020-09-17,28.0
2020-09-18,30.0
2020-09-19,28.0
2020-09-20,30.0
2020-09-21,60.0
2020-09-22,77.0
2020-09-23,56.0
2020-09-24,54.0
2020-09-25,43.0
2020-09-26,25.0
2020-09-27,15.0
2020-09-28,62.0
2020-09-29,54.0
2020-09-30,56.0
2020-10-01,57.0
2020-10-02,11.0
2020-10-03,39.0
2020-10-04,36.0
2020-10-05,60.0
2020-10-06,67.0
2020-10-07,69.0
2020-10-08,40.0
2020-10-09,71.0
2020-10-10,54.0
2020-10-11,19.0
2020-10-12,62.0
2020-10-13,22.0
2020-10-14,20.0
2020-10-15,17.0
2020-10-16,28.0
2020-10-17,20.0
2020-10-18,46.0
2020-10-19,46.0
2020-10-20,74.0
2020-10-21,46.0
2020-10-22,69.0
2020-10-23,66.0
2020-10-24,44.0
2020-10-25,43.0
2020-10-26,70.0
2020-10-27,57.0
2020-10-28,60.0
2020-10-29,28.0
2020-10-30,21.0
2020-10-31,20.0
2020-11-01,16.0
2020-11-02,20.0
2020-11-03,51.0
2020-11-04,72.0
2020-11-05,108.0
2020-11-06,67.0
2020-11-07,48.0
2020-11-08,55.0
2020-11-09,34.0
2020-11-10,63.0
2020-11-11,56.0
2020-11-12,74.0
2020-11-13,64.0
2020-11-14,47.0
2020-11-15,40.0
2020-11-16,56.0
2020-11-17,62.0
2020-11-18,69.0
2020-11-19,53.0
2020-11-20,63.0
2020-11-21,37.0
2020-11-22,43.0
2020-11-23,73.0
2020-11-24,60.0
2020-11-25,49.0
2020-11-26,43.0
2020-11-27,49.0
2020-11-28,52.0
2020-11-29,45.0
2020-11-30,64.0
2020-12-01,35.0
2020-12-02,71.0
2020-12-03,46.0
2020-12-04,58.0
2020-12-05,22.0
2020-12-06,25.0
2020-12-07,38.0
2020-12-08,75.0
2020-12-09,61.0
2020-12-10,32.0
2020-12-11,57.0
2020-12-12,63.0
2020-12-13,34.0
2020-12-14,60.0
2020-12-15,61.0
2020-12-16,48.0
2020-12-17,68.0
2020-12-18,64.0
2020-12-19,59.0
2020-12-20,48.0
2020-12-21,43.0
2020-12-22,45.0
2020-12-23,43.0
2020-12-24,12.0
2020-12-25,11.0
2020-12-26,31.0
2020-12-27,39.0
2020-12-28,22.0
2020-12-29,32.0
2020-12-30,53.0
2020-12-31,35.0
2021-01-01,38.0
2021-01-02,13.0
2021-01-03,11.0
2021-01-04,9.0
2021-01-05,12.0
2021-01-06,17.0
2021-01-07,72.0
2021-01-08,41.0
2021-01-09,41.0
2021-01-10,45.0
2021-01-11,62.0
2021-01-12,29.0
2021-01-13,46.0
2021-01-14,11.0
2021-01-15,43.0
2021-01-16,46.0
2021-01-17,50.0
2021-01-18,62.0
2021-01-19,50.0
2021-01-20,49.0
2021-01-21,74.0
2021-01-22,61.0
2021-01-23,42.0
2021-01-24,24.0
2021-01-25,76.0
2021-01-26,61.0
2021-01-27,41.2
2021-01-28,53.8
2021-01-29,63.0
2021-01-30,12.0
2021-01-31,17.0
2021-02-01,27.0
2021-02-02,67.0
2021-02-03,75.0
2021-02-04,43.0
2021-02-05,53.0
2021-02-06,20.0
2021-02-07,14.0
2021-02-08,11.0
2021-02-09,13.0
2021-02-10,27.0
2021-02-11,34.0
2021-02-12,32.0
2021-02-13,27.0
2021-02-14,35.0
2021-02-15,56.0
2021-02-16,62.0
2021-02-17,65.0
2021-02-18,73.0
2021-02-19,71.0
2021-02-20,74.0
2021-02-21,50.0
2021-02-22,87.0
2021-02-23,83.0
2021-02-24,97.0
2021-02-25,69.0
2021-02-26,72.0
2021-02-27,50.0
2021-02-28,29.0
2021-03-01,49.0
2021-03-02,68.0
2021-03-03,68.0
2021-03-04,29.0
2021-03-05,31.0
2021-03-06,22.0
2021-03-07,34.0
2021-03-08,99.0
2021-03-09,96.0
2021-03-10,57.0
2021-03-11,75.0
2021-03-12,65.0
2021-03-13,51.0
2021-03-14,43.0
2021-03-15,41.0
2021-03-16,47.0
2021-03-17,41.0
2021-03-18,36.0
2021-03-19,28.0
2021-03-20,36.0
2021-03-21,19.0
2021-03-22,57.0
2021-03-23,87.0
2021-03-24,83.0
2021-03-25,58.0
2021-03-26,45.0
2021-03-27,53.0
2021-03-28,47.0
2021-03-29,77.0
2021-03-30,91.0
2021-03-31,117.0
2021-04-01,46.0
2021-04-02,19.0
2021-04-03,26.0
2021-04-04,55.0
2021-04-05,23.0
2021-04-06,35.0
2021-04-07,62.0
2021-04-08,73.0
2021-04-09,53.0
2021-04-10,21.0
2021-04-11,18.0
2021-04-12,46.0
2021-04-13,79.0
2021-04-14,36.0
2021-04-15,24.0
2021-04-16,32.0
2021-04-17,21.0
2021-04-18,25.0
2021-04-19,60.0
2021-04-20,69.0
2021-04-21,59.0
2021-04-22,36.0
2021-04-23,36.0
2021-04-24,28.0
2021-04-25,19.0
2021-04-26,26.0
2021-04-27,57.0
2021-04-28,39.0
2021-04-29,24.0
2021-04-30,44.0
2021-05-01,25.0
2021-05-02,40.0
2021-05-03,46.0
2021-05-04,40.2
2021-05-05,59.0
2021-05-06,48.0
2021-05-07,58.0
2021-05-08,34.0
2021-05-09,35.0
2021-05-10,52.0
2021-05-11,47.0
2021-05-12,54.0
2021-05-13,27.0
2021-05-14,40.0
2021-05-15,34.0
2021-05-16,32.0
2021-05-17,52.0
2021-05-18,61.0
2021-05-19,47.0
2021-05-20,58.0
2021-05-21,57.0
2021-05-22,47.0
2021-05-23,33.0
2021-05-24,51.0
2021-05-25,71.0
2021-05-26,51.0
2021-05-27,49.0
2021-05-28,44.0
2021-05-29,32.0
2021-05-30,28.0
2021-05-31,34.0
2021-06-01,45.0
2021-06-02,43.0
2021-06-03,69.0
2021-06-04,26.0
2021-06-05,56.0
2021-06-06,45.0
2021-06-07,61.0
2021-06-08,65.0
2021-06-09,76.0
2021-06-10,74.0
2021-06-11,73.0
2021-06-12,38.0
2021-06-13,46.0
2021-06-14,50.0
2021-06-15,36.0
2021-06-16,83.0
2021-06-17,38.0
2021-06-18,15.0
2021-06-19,21.0
2021-06-20,18.0
2021-06-21,20.0
2021-06-22,25.0
