Date,NO_weighted_value(ug m-3)
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.0
2018-07-02,0.0
2018-07-03,0.0
2018-07-04,0.0
2018-07-05,0.0
2018-07-06,0.0
2018-07-07,0.0
2018-07-08,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-14,0.0
2018-07-15,0.0
2018-07-16,0.0
2018-07-17,0.0
2018-07-18,0.0
2018-07-19,0.0
2018-07-20,0.0
2018-07-21,6.724040842625342
2018-07-22,38.716748951352855
2018-07-23,7.774352285550076
2018-07-24,24.2
2018-07-25,16.29022394041624
2018-07-26,39.71449731804697
2018-07-27,39.66318576959299
2018-07-28,11.479656177653514
2018-07-29,19.9
2018-07-30,4.6
2018-07-31,8.31016854821104
2018-08-01,8.998377759691294
2018-08-02,48.021275215746414
2018-08-03,22.582915518776034
2018-08-04,12.3
2018-08-05,24.89497897100287
2018-08-06,39.37633955590378
2018-08-07,43.786745777153236
2018-08-08,20.97906177388032
2018-08-09,61.31519195442493
2018-08-10,6.8
2018-08-11,43.51846868395469
2018-08-12,2.9
2018-08-13,35.97127872640843
2018-08-14,23.6
2018-08-15,26.01592532572055
2018-08-16,8.74626597758415
2018-08-17,14.134848061606094
2018-08-18,24.93693056162597
2018-08-19,10.7
2018-08-20,25.0
2018-08-21,31.22250973527001
2018-08-22,37.49642175028278
2018-08-23,7.4
2018-08-24,19.5
2018-08-25,24.9
2018-08-26,6.7
2018-08-27,10.2
2018-08-28,43.122325246440724
2018-08-29,14.7
2018-08-30,20.5
2018-08-31,38.8
2018-09-01,12.2
2018-09-02,14.2
2018-09-03,23.0
2018-09-04,0.0
2018-09-05,11.8
2018-09-08,5.8
2018-09-09,4.4
2018-09-10,6.0
2018-09-11,20.3
2018-09-12,0.0
2018-09-13,27.0
2018-09-14,7.7
2018-09-15,5.9
2018-09-16,12.7
2018-09-17,29.1
2018-09-18,0.0
2018-09-19,22.2
2018-09-20,3.3
2018-09-21,4.5
2018-09-22,8.2
2018-09-23,15.2
2018-09-24,35.5
2018-09-25,83.8
2018-09-26,56.6
2018-09-27,55.5
2018-09-28,0.0
2018-09-29,29.0
2018-09-30,26.6
2018-10-01,11.3
2018-10-02,6.6
2018-10-03,57.4
2018-10-04,11.1
2018-10-05,21.6
2018-10-06,12.0
2018-10-07,0.0
2018-10-08,40.6
2018-10-09,16.2
2018-10-10,22.9
2018-10-11,28.9
2018-10-12,24.4
2018-10-13,16.4
2018-10-14,0.0
2018-10-15,33.9
2018-10-16,10.6
2018-10-17,26.4
2018-10-18,20.5
2018-10-19,81.2
2018-10-20,84.1
2018-10-21,0.0
2018-10-22,0.0
2018-10-23,39.4
2018-10-24,22.9
2018-10-25,42.5
2018-10-26,9.2
2018-10-27,0.0
2018-10-28,15.2
2018-10-29,19.3
2018-10-30,46.7
2018-10-31,24.2
2018-11-01,27.9
2018-11-02,43.7
2018-11-03,35.6
2018-11-04,10.3
2018-11-05,94.0
2018-11-06,71.0
2018-11-07,6.9
2018-11-08,7.4
2018-11-09,34.5
2018-11-10,31.2
2018-11-11,18.8
2018-11-12,50.5
2018-11-13,9.5
2018-11-14,60.6
2018-11-15,98.4
2018-11-16,44.5
2018-11-17,0.0
2018-11-18,12.3
2018-11-19,14.1
2018-11-20,34.3
2018-11-21,33.5
2018-11-22,143.3
2018-11-23,43.1
2018-11-24,0.0
2018-11-25,0.0
2018-11-26,26.5
2018-11-27,58.7
2018-11-28,31.9
2018-11-29,25.4
2018-11-30,42.6
2018-12-01,26.0
2018-12-02,4.4
2018-12-03,7.6
2018-12-04,85.1
2018-12-05,56.0
2018-12-06,7.4
2018-12-07,23.8
2018-12-08,12.0
2018-12-09,6.6
2018-12-10,21.4
2018-12-11,94.9
2018-12-12,15.5
2018-12-13,34.1
2018-12-14,88.4
2018-12-15,17.5
2018-12-16,10.9
2018-12-17,55.8
2018-12-18,6.1
2018-12-19,8.2
2018-12-20,36.8
2018-12-21,5.4
2018-12-22,20.4
2018-12-23,9.3
2018-12-24,63.9
2018-12-25,12.2
2018-12-26,36.2
2018-12-27,111.6
2018-12-28,89.2
2018-12-29,14.7
2018-12-30,10.6
2018-12-31,29.7
2019-01-01,19.7
2019-01-02,9.5
2019-01-03,0.0
2019-01-04,31.4
2019-01-05,36.3
2019-01-06,30.8
2019-01-07,29.2
2019-01-08,11.4
2019-01-09,16.0
2019-01-10,86.4
2019-01-11,69.9
2019-01-12,6.3
2019-01-13,3.9
2019-01-14,11.8
2019-01-15,37.6
2019-01-16,32.1
2019-01-17,58.8
2019-01-18,73.2
2019-01-19,19.4
2019-01-20,0.0
2019-01-21,74.8
2019-01-22,43.7
2019-01-23,37.7
2019-01-24,82.5
2019-01-25,37.5
2019-01-26,13.7
2019-01-27,9.6
2019-01-28,61.4
2019-01-29,17.3
2019-01-30,69.8
2019-01-31,50.2
2019-02-01,17.7
2019-02-02,14.5
2019-02-03,12.4
2019-02-04,15.4
2019-02-05,58.7
2019-02-06,14.2
2019-02-07,20.5
2019-02-08,5.3
2019-02-09,12.4
2019-02-10,5.8
2019-02-11,59.3
2019-02-12,19.2
2019-02-13,53.3
2019-02-14,113.4
2019-02-15,36.9
2019-02-16,40.0
2019-02-17,7.0
2019-02-18,7.9
2019-02-19,10.1
2019-02-20,33.3
2019-02-21,32.1
2019-02-22,29.3
2019-02-23,31.8
2019-02-24,52.6
2019-02-25,117.2
2019-02-26,143.39999
2019-02-27,130.0
2019-02-28,36.5
2019-03-01,44.7
2019-03-02,5.5
2019-03-03,3.3
2019-03-04,6.8
2019-03-05,6.3
2019-03-06,29.8
2019-03-07,5.1
2019-03-08,31.9
2019-03-09,14.7
2019-03-10,11.9
2019-03-11,23.3
2019-03-12,4.9
2019-03-13,4.5
2019-03-14,4.6
2019-03-15,4.7
2019-03-16,9.6
2019-03-17,43.7
2019-03-18,39.72421047125909
2019-03-19,10.6
2019-03-20,35.513924076258604
2019-03-21,37.4
2019-03-22,11.507152195384016
2019-03-23,47.256197988254236
2019-03-24,19.684696227249177
2019-03-25,77.9
2019-03-26,114.2
2019-03-27,38.3
2019-03-28,54.603470142265024
2019-03-29,20.5
2019-03-30,55.1
2019-03-31,8.67281610647186
2019-04-01,14.9
2019-04-02,38.5
2019-04-03,36.2
2019-04-04,0.0
2019-04-05,10.4
2019-04-06,22.85549271755898
2019-04-07,14.5
2019-04-08,74.46348161120137
2019-04-09,23.9
2019-04-10,13.55359215226851
2019-04-11,31.102070060325076
2019-04-12,23.3
2019-04-13,11.4
2019-04-14,20.882030383020158
2019-04-15,20.12493662596024
2019-04-16,68.38803585276298
2019-04-17,39.615212920222326
2019-04-18,42.988505720190034
2019-04-19,13.3
2019-04-20,7.4
2019-04-21,7.5
2019-04-22,15.074278887826907
2019-04-23,20.3
2019-04-24,23.9
2019-04-25,29.95249987960279
2019-04-26,59.6
2019-04-27,10.927798872785784
2019-04-28,6.8
2019-04-29,59.5
2019-04-30,20.055156500525474
2019-05-01,8.1
2019-05-02,31.3
2019-05-03,33.24363475656963
2019-05-04,57.10170144265795
2019-05-05,8.780286599708035
2019-05-06,9.527286823381228
2019-05-07,55.52344969750841
2019-05-08,22.6
2019-05-09,92.2
2019-05-10,18.374530559267708
2019-05-11,44.523505035512244
2019-05-12,17.2
2019-05-13,15.4
2019-05-14,26.259063080933714
2019-05-15,46.7
2019-05-16,32.176134705254185
2019-05-17,13.8
2019-05-18,84.0
2019-05-19,26.1
2019-05-20,68.00477217054208
2019-05-21,60.023528927309904
2019-05-22,64.49744773833223
2019-05-23,16.3
2019-05-24,63.16279904940378
2019-05-25,32.23610291240872
2019-05-26,20.05376016789411
2019-05-27,10.735511189451078
2019-05-28,37.307798153861484
2019-05-29,31.4
2019-05-30,23.22745698157615
2019-05-31,12.6
2019-06-01,54.28173614871413
2019-06-02,29.4912239666547
2019-06-03,17.3
2019-06-04,34.39918614203051
2019-06-05,7.6
2019-06-06,0.0
2019-06-07,12.8
2019-06-08,10.7
2019-06-09,28.654566599587973
2019-06-10,22.0
2019-06-11,67.5
2019-06-12,26.583210258144767
2019-06-13,22.237568800921746
2019-06-14,29.2
2019-06-15,27.59924487674295
2019-06-16,11.6
2019-06-17,8.1
2019-06-18,50.75406164598655
2019-06-19,40.10390903566346
2019-06-20,16.4
2019-06-21,15.55075152629987
2019-06-22,32.9
2019-06-23,17.056841247793713
2019-06-24,45.276712310124324
2019-06-25,36.97430774239207
2019-06-26,36.85276708471028
2019-06-27,21.844402831223682
2019-06-28,8.1
2019-06-29,28.9
2019-06-30,26.7
2019-07-01,17.2
2019-07-02,12.0
2019-07-03,36.48688349634334
2019-07-04,12.1
2019-07-05,27.89998719373868
2019-07-06,51.36780471067932
2019-07-07,8.43892143606126
2019-07-08,19.0
2019-07-09,21.050696307180218
2019-07-10,17.1
2019-07-11,4.6
2019-07-12,32.594960057507656
2019-07-13,32.71008998918266
2019-07-14,19.696045537076934
2019-07-15,10.418282664040932
2019-07-16,29.823797940240272
2019-07-17,62.1
2019-07-18,19.4
2019-07-19,32.5
2019-07-20,14.8
2019-07-21,9.1
2019-07-22,17.0
2019-07-23,19.439002782207055
2019-07-24,23.003990075113563
2019-07-25,17.0
2019-07-26,30.494430036746458
2019-07-27,27.505555394921434
2019-07-28,10.1
2019-07-29,24.319235328865496
2019-07-30,3.2
2019-07-31,12.845150244819882
2019-08-01,21.8
2019-08-02,36.95756510214941
2019-08-03,16.472445469482725
2019-08-04,16.4
2019-08-05,24.621648847083485
2019-08-06,17.8
2019-08-07,18.2
2019-08-08,19.679494370503452
2019-08-09,7.1525433315115645
2019-08-10,31.2
2019-08-11,7.2
2019-08-12,10.0
2019-08-13,6.0
2019-08-14,6.1
2019-08-15,13.092910745401603
2019-08-16,23.651057986181286
2019-08-17,4.3
2019-08-18,10.1
2019-08-19,17.3
2019-08-20,5.0
2019-08-21,22.4
2019-08-22,10.292525990541401
2019-08-23,26.0
2019-08-24,39.020159891955814
2019-08-25,39.57161018367006
2019-08-26,27.559513492314032
2019-08-27,30.577301026548085
2019-08-28,51.722705095122535
2019-08-29,22.501837974299224
2019-08-30,23.709152938287694
2019-08-31,6.0
2019-09-01,31.352582490726164
2019-09-02,20.7
2019-09-03,10.631713269947245
2019-09-04,50.2
2019-09-05,38.37382219471351
2019-09-06,26.49253702480047
2019-09-07,12.4
2019-09-08,44.88900592099113
2019-09-09,29.9
2019-09-10,18.6
2019-09-11,16.377841147324105
2019-09-12,21.544384997084094
2019-09-13,13.751667013493178
2019-09-14,22.89038591897061
2019-09-15,38.71435648466573
2019-09-16,16.4
2019-09-17,15.8
2019-09-18,16.0
2019-09-19,60.88748332832546
2019-09-20,28.9
2019-09-21,28.036204184020924
2019-09-22,10.143696652956283
2019-09-23,24.33630713103585
2019-09-24,25.5
2019-09-25,21.774146339967746
2019-09-26,62.0
2019-09-27,9.77893663850612
2019-09-28,13.713304852024406
2019-09-29,22.85083274669927
2019-09-30,50.06873075788022
2019-10-01,29.591035802357176
2019-10-02,22.4
2019-10-03,52.56700854557769
2019-10-04,85.0
2019-10-05,33.41199664962991
2019-10-06,50.3
2019-10-07,42.4
2019-10-08,60.0
2019-10-09,23.5
2019-10-10,6.8
2019-10-11,26.530539501228958
2019-10-12,7.6
2019-10-13,13.1
2019-10-14,15.4
2019-10-15,34.4
2019-10-16,36.1
2019-10-17,44.1
2019-10-18,22.11422883176109
2019-10-19,71.48337169622056
2019-10-20,15.678789410838851
2019-10-21,11.4
2019-10-22,142.39999
2019-10-23,50.1
2019-10-24,78.03143551241128
2019-10-25,64.7
2019-10-26,11.252410150944979
2019-10-27,28.899826764063306
2019-10-28,63.1
2019-10-29,29.99296668907388
2019-10-30,18.0
2019-10-31,35.5
2019-11-01,12.1
2019-11-02,13.4
2019-11-03,12.0
2019-11-04,65.9
2019-11-05,53.82894015418783
2019-11-06,44.22371624245734
2019-11-07,33.2
2019-11-08,126.11109420005153
2019-11-09,23.727777934159576
2019-11-10,26.3
2019-11-11,9.4
2019-11-12,40.41485749444922
2019-11-13,38.0
2019-11-14,83.0
2019-11-15,17.9
2019-11-16,119.2
2019-11-17,150.17871414019598
2019-11-18,97.98528360286127
2019-11-19,54.2
2019-11-20,41.12761770384306
2019-11-21,45.76225179821584
2019-11-22,14.7
2019-11-23,56.75405551915403
2019-11-24,33.4
2019-11-25,26.880561008683287
2019-11-26,35.0
2019-11-27,25.589511961379376
2019-11-28,40.63335253801607
2019-11-29,59.006343897629776
2019-11-30,80.00546302604803
2019-12-01,17.0
2019-12-02,93.0
2019-12-03,41.63771993533998
2019-12-04,126.4
2019-12-05,72.4911310964381
2019-12-06,13.91582438532278
2019-12-07,16.777799047814288
2019-12-08,25.70537869287928
2019-12-09,48.72387394788559
2019-12-10,19.42691464775863
2019-12-11,50.414511802506766
2019-12-12,36.504259357020025
2019-12-13,24.85773984318502
2019-12-14,15.775747320601642
2019-12-15,4.7
2019-12-16,52.54579308212331
2019-12-17,93.24343689290157
2019-12-18,37.34709817551378
2019-12-19,24.5
2019-12-20,96.1
2019-12-21,5.9
2019-12-22,15.2
2019-12-23,34.13888958631534
2019-12-24,45.6
2019-12-25,17.677116844006346
2019-12-26,5.2
2019-12-27,34.4
2019-12-28,33.5
2019-12-29,21.4
2019-12-30,40.5
2019-12-31,59.3
2020-01-01,86.4
2020-01-02,25.728430089559318
2020-01-03,81.3
2020-01-04,21.44277353286432
2020-01-05,15.900741985595367
2020-01-06,24.9
2020-01-07,69.7
2020-01-08,73.5
2020-01-09,46.069091630521356
2020-01-10,39.9
2020-01-11,14.9
2020-01-12,29.440134427044306
2020-01-13,23.1
2020-01-14,28.58549807956814
2020-01-15,44.45297293714235
2020-01-16,37.41846401516538
2020-01-17,41.88083933935336
2020-01-18,37.36517102966722
2020-01-19,105.97141433702741
2020-01-20,105.3
2020-01-21,156.73221670925767
2020-01-22,163.85926765928932
2020-01-23,116.7
2020-01-24,24.4
2020-01-25,30.3
2020-01-26,40.56263464315953
2020-01-27,84.8
2020-01-28,46.05032732652732
2020-01-29,24.867696912538996
2020-01-30,56.78298814830024
2020-01-31,19.865840451558462
2020-02-01,6.039528960375062
2020-02-02,6.914580349834914
2020-02-03,22.67872261831048
2020-02-04,25.6
2020-02-05,167.39999
2020-02-06,55.29618929805302
2020-02-07,77.6
2020-02-08,18.5
2020-02-09,2.914965821584406
2020-02-10,7.2021520527878
2020-02-11,15.7
2020-02-12,25.2
2020-02-13,27.8
2020-02-14,35.9
2020-02-15,34.50948001608017
2020-02-16,31.3
2020-02-17,21.777647215228644
2020-02-18,47.552792413340846
2020-02-19,71.0
2020-02-20,19.5
2020-02-21,13.3185867498222
2020-02-22,6.648689468032589
2020-02-23,48.1
2020-02-24,12.219808675956802
2020-02-25,19.5
2020-02-26,9.3
2020-02-27,44.323798221398896
2020-02-28,31.2
2020-02-29,23.61228099657105
2020-03-01,32.7
2020-03-02,12.1
2020-03-03,28.981990607145214
2020-03-04,40.1
2020-03-05,14.5
2020-03-06,131.7
2020-03-07,8.9
2020-03-08,17.634925518508993
2020-03-09,22.178023465263635
2020-03-10,27.508513172279493
2020-03-11,16.117781316302416
2020-03-14,34.595402016731526
2020-03-15,4.5
2020-03-16,37.68451005517389
2020-03-17,17.332359603582052
2020-03-18,17.141424589153523
2020-03-19,16.5
2020-03-20,33.386475299524754
2020-03-21,17.232183165468964
2020-03-22,3.4
2020-03-23,36.4
2020-03-24,17.3
2020-03-25,23.0
2020-03-26,8.364008690956902
2020-03-27,35.2
2020-03-28,5.1
2020-03-29,2.1
2020-03-30,9.2
2020-03-31,24.219412312520163
2020-04-01,50.53896060999532
2020-04-02,22.369066842678652
2020-04-03,19.8
2020-04-04,15.657313646201299
2020-04-05,4.05971998769377
2020-04-06,15.68495221855418
2020-04-07,22.37502731641514
2020-04-08,9.867715639458883
2020-04-09,16.526289659975024
2020-04-10,5.2
2020-04-11,19.780162996700348
2020-04-12,6.3
2020-04-13,2.3
2020-04-14,21.6
2020-04-15,23.3
2020-04-16,26.34591880154418
2020-04-21,4.260380993142413
2020-04-22,12.014335304470759
2020-04-23,14.775789222936952
2020-04-24,7.24863975714506
2020-04-25,6.1
2020-04-26,10.303033158293672
2020-04-27,14.48939025405555
2020-04-28,10.395694230315774
2020-04-29,15.869733884363205
2020-04-30,11.4
2020-05-01,11.310257303489779
2020-05-02,28.9
2020-05-03,5.1
2020-05-04,13.662036382465029
2020-05-05,3.5
2020-05-06,19.9
2020-05-07,20.414750420010844
2020-05-08,11.94573826792431
2020-05-09,16.9
2020-05-10,3.8491158275469863
2020-05-11,14.070690734470503
2020-05-12,12.2
2020-05-13,26.2
2020-05-14,6.4
2020-05-15,13.264186198495674
2020-05-16,22.63532042401293
2020-05-17,6.9
2020-05-18,7.017648159811306
2020-05-19,10.6
2020-05-20,27.560929248053196
2020-05-21,16.724477397968045
2020-05-22,5.8
2020-05-23,2.918333627301677
2020-05-24,8.224195664060488
2020-05-25,11.511578504798235
2020-05-26,44.5
2020-05-27,11.7
2020-05-28,10.402556922861894
2020-05-29,8.016658623943693
2020-05-30,13.0
2020-05-31,6.202525414252131
2020-06-01,6.2
2020-06-02,43.227300043637186
2020-06-03,12.369032471592757
2020-06-04,14.220069094252839
2020-06-05,16.091809098133723
2020-06-06,13.87212294704428
2020-06-07,7.9
2020-06-08,34.11531909927025
2020-06-09,13.5
2020-06-10,15.234629042143814
2020-06-11,15.635624144925135
2020-06-12,6.8
2020-06-13,7.607042118490817
2020-06-14,13.56780649379077
2020-06-15,31.48901649865948
2020-06-16,5.9
2020-06-17,22.1
2020-06-18,39.14981397943417
2020-06-19,47.0
2020-06-20,40.6
2020-06-21,7.3
2020-06-22,20.95807453690673
2020-06-23,17.127463905872496
2020-06-24,33.3
2020-06-25,6.8
2020-06-26,4.3
2020-06-27,7.9
2020-06-28,6.2
2020-06-29,3.0
2020-06-30,18.4
2020-07-01,17.6
2020-07-02,18.4
2020-07-03,13.1
2020-07-04,4.5
2020-07-05,0.0
2020-07-06,4.2
2020-07-07,19.6
2020-07-08,25.2
2020-07-09,27.405911777726164
2020-07-10,92.3
2020-07-11,48.56485297441061
2020-07-12,16.24252805095285
2020-07-13,24.934651186500336
2020-07-14,19.155411275837686
2020-07-15,22.9
2020-07-16,28.6
2020-07-17,15.227653669287724
2020-07-18,12.9
2020-07-19,24.25635428492696
2020-07-20,10.0
2020-07-21,11.04582392769414
2020-07-22,25.419643385166165
2020-07-23,13.8
2020-07-24,15.8
2020-07-25,10.1
2020-07-26,6.750967240455205
2020-07-27,16.98705204045814
2020-07-28,16.5
2020-07-29,15.731276597883411
2020-07-30,47.8
2020-07-31,10.7566575777844
2020-08-01,10.583940620942688
2020-08-02,8.5
2020-08-03,41.28622088666884
2020-08-04,24.439090093967884
2020-08-05,3.5
2020-08-06,27.408421018042645
2020-08-07,44.71240622346627
2020-08-08,50.8
2020-08-09,13.1
2020-08-10,21.6
2020-08-11,15.4
2020-08-12,10.1
2020-08-13,28.297185971174596
2020-08-14,48.37132858712783
2020-08-15,11.7
2020-08-16,24.745789895987752
2020-08-17,18.9
2020-08-18,22.257481579539725
2020-08-19,18.7984011707368
2020-08-20,21.86969233203695
2020-08-21,11.241699809666974
2020-08-22,12.476639205172306
2020-08-23,4.490647559581124
2020-08-24,25.810653525315143
2020-08-25,16.1
2020-08-26,20.8
2020-08-27,27.142158282011145
2020-08-28,12.2
2020-08-29,28.75871291738949
2020-08-30,8.3
2020-08-31,47.674004590342236
2020-09-01,58.0
2020-09-02,31.83950596840492
2020-09-03,47.4
2020-09-04,11.0
2020-09-05,13.269791731257357
2020-09-06,26.26504853623988
2020-09-07,28.3
2020-09-08,25.308394691026194
2020-09-09,37.299153834533286
2020-09-10,54.128376919144884
2020-09-11,76.4
2020-09-12,12.0
2020-09-13,10.004795200732573
2020-09-14,33.78742194605895
2020-09-15,28.4
2020-09-16,36.55071463035089
2020-09-17,20.999715198071918
2020-09-18,31.665894902600343
2020-09-19,25.7
2020-09-20,8.087037318024946
2020-09-21,88.1
2020-09-22,9.8
2020-09-23,13.97981154709248
2020-09-24,7.9
2020-09-25,39.98902046070974
2020-09-26,9.6
2020-09-27,23.76572688385655
2020-09-28,35.9
2020-09-29,41.6
2020-09-30,51.99280946159511
2020-10-01,23.70929659658106
2020-10-02,34.6
2020-10-03,15.9
2020-10-04,12.3
2020-10-05,28.99015366474473
2020-10-06,18.117494797562863
2020-10-07,67.67031081664292
2020-10-08,37.24435398830858
2020-10-09,52.0049808921504
2020-10-10,33.93950093884292
2020-10-11,23.5
2020-10-12,51.35587204723978
2020-10-13,71.69324019990697
2020-10-14,66.9
2020-10-15,16.407162982853492
2020-10-16,26.4
2020-10-17,15.7
2020-10-18,43.639874909159644
2020-10-19,26.7
2020-10-20,43.7
2020-10-21,26.9
2020-10-22,22.9
2020-10-23,27.08024966993499
2020-10-24,5.5
2020-10-25,39.333266231235896
2020-10-26,28.511393922239463
2020-10-27,27.940174459574784
2020-10-28,18.6
2020-10-29,8.003828401905157
2020-10-30,10.820266846183214
2020-10-31,7.3
2020-11-01,6.747150097191153
2020-11-02,26.434148588439726
2020-11-03,27.9
2020-11-04,64.3
2020-11-05,77.59827754017303
2020-11-06,63.99485605293866
2020-11-07,91.02157025533026
2020-11-08,78.9747383153038
2020-11-12,25.1
2020-11-13,81.8
2020-11-14,18.369506121235762
2020-11-15,28.2
2020-11-16,28.63998477648412
2020-11-17,19.111397450742864
2020-11-18,27.7
2020-11-19,36.34101995360951
2020-11-20,24.113954274253825
2020-11-21,14.1
2020-11-22,16.5
2020-11-23,136.0
2020-11-24,22.906299327972086
2020-11-25,29.239061665669528
2020-11-26,54.1
2020-11-27,83.8
2020-11-28,43.99459920657309
2020-11-29,25.6
2020-11-30,37.23583891795666
2020-12-01,28.9
2020-12-02,78.56950370107197
2020-12-03,39.2
2020-12-04,29.6
2020-12-05,14.5
2020-12-06,48.91853566302289
2020-12-07,58.7
2020-12-08,49.2
2020-12-09,41.6
2020-12-10,0.0
2020-12-11,28.6
2020-12-12,37.06512992759765
2020-12-13,14.3
2020-12-14,34.14952469673012
2020-12-15,33.9
2020-12-16,25.82660614622842
2020-12-17,40.96425717406564
2020-12-18,20.0
2020-12-19,13.691281677181099
2020-12-20,12.3
2020-12-21,18.0
2020-12-22,38.987892590469755
2020-12-23,40.1700351633929
2020-12-24,10.4
2020-12-25,5.12690836944955
2020-12-26,5.878510596314808
2020-12-27,11.7
2020-12-28,15.4
2020-12-29,11.3
2020-12-30,35.2
2020-12-31,75.96652688903758
2021-01-01,37.778064903294435
2021-01-02,45.15442374654572
2021-01-03,33.62553267496639
2021-01-04,8.302992009695334
2021-01-05,18.4
2021-01-06,76.89042024398107
2021-01-07,55.57319351299911
2021-01-08,47.3
2021-01-09,34.8
2021-01-10,31.630479305751432
2021-01-11,23.358015380405135
2021-01-12,32.806794236824956
2021-01-13,57.960442907643305
2021-01-14,14.791996564011491
2021-01-15,55.4
2021-01-16,9.9
2021-01-17,16.2
2021-01-18,35.3381667832456
2021-01-19,9.228838090898439
2021-01-20,11.232556498202326
2021-01-21,24.2
2021-01-22,43.385141716635744
2021-01-23,18.8
2021-01-24,52.04192711358778
2021-01-25,32.7
2021-01-26,54.07752310602241
2021-01-27,49.1
2021-01-28,30.755393721797766
2021-01-29,27.87464379849048
2021-01-30,27.3
2021-01-31,13.516664952185259
2021-02-01,77.98076088689155
2021-02-02,32.28313866717751
2021-02-03,30.9
2021-02-04,49.3
2021-02-05,32.99584649082745
2021-02-06,24.952263033833756
2021-02-07,1.9
2021-02-08,0.0
2021-02-09,8.1
2021-02-10,14.288681822469723
2021-02-11,29.2
2021-02-12,8.8
2021-02-13,5.1
2021-02-14,0.0
2021-02-15,49.100542113803606
